Period,State,2014_Universe_Entities,2014_Universe_Branch,2014_Universe_UB,2017_Universe_Entities,2017_Universe_Branch,2017_Universe_UB,2014_NBFC_MFI_Entities,2014_NBFC_MFI_Branch,2014_NBFC_MFI_UB,2017_NBFC_MFI_Entities,2017_NBFC_MFI_Branch,2017_NBFC_MFI_UB,2014_Bank_Entities,2014_Bank_Branch,2014_Bank_UB,2017_Bank_Entities,2017_Bank_Branch,2017_Bank_UB,2014_SFB_Entities,2014_SFB_Branch,2014_SFB_UB,2017_SFB_Entities,2017_SFB_Branch,2017_SFB_UB,2014_NBFC_Entities,2014_NBFC_Branch,2014_NBFC_UB,2017_NBFC_Entities,2017_NBFC_Branch,2017_NBFC_UB,2014_Other_Entities,2014_Other_Branch,2014_Other_UB,2017_Other_Entities,2017_Other_Branch,2017_Other_UB
Jul-20,Andaman & Nicobar Islands,20,0,3691,20,0,3680,9,0,3545,9,0,3535,6,0,127,6,0,126,4,0,19,4,0,19,0,0,0,0,0,0,-3,0,4,-3,0,4
