MFIs,Size,Quarter,Cash_Bank_Grt_1,CashCollateral_Grt_1,Investments_Grt_1,On_BSLoanPort_Grt_1,InterestPortfolio_Grt_1,FixedAssets_Grt_1,OtherAssets_Grt_1,TotalAssets_Grt_1,LoanRepay_Grt_1,InterestPay_Grt_1,OpExpensesPay_Grt_1,O_Liabilities_Grt_1,T_Liabilities_Grt_1,T_Equity_Grt_1,T_Liabilities_Equity_Grt_1,Asset_Minus_Total_L_plus_E Gap_Grt_1,LoanDisburs_Grt_1,Cash_Bank1_to_Grt_3,CashCollateral1_to_Grt_3,Investments1_to_Grt_3,On_BSLoanPort1_to_Grt_3,InterestPortfolio1_to_Grt_3,FixedAssets1_to_Grt_3,OtherAssets1_to_Grt_3,TotalAssets1_to_Grt_3,LoanRepay1_to_Grt_3,InterestPay1_to_Grt_3,OpExpensesPay1_to_Grt_3,O_Liabilities1_to_Grt_3,T_Liabilities1_to_Grt_3,T_Equity1_to_Grt_3,T_Liabilities_Equity1_to_Grt_3,Asset_minus_Total_L_plus_E_Gap1_to_Grt_3,LoanDisburs1_to_Grt_3,Cash_Bank3_to_Grt_6,CashCollateral3_to_Grt_6,Investments3_to_Grt_6,On_BSLoanPort3_to_Grt_6,InterestPortfolio3_to_Grt_6,FixedAssets3_to_Grt_6,OtherAssets3_to_Grt_6,TotalAssets3_to_Grt_6,LoanRepay3_to_Grt_6,InterestPay3_to_Grt_6,OpExpensesPay3_to_Grt_6,O_Liabilities3_to_Grt_6,T_Liabilities3_to_Grt_6,T_Equity3_to_Grt_6,T_Liabilities_Equity3_to_Grt_6,Asset_minus_Total_L_plus_E_Gap3_to_Grt_6,LoanDisburs3_to_Grt_6,Cash&Bank6_to_Grt_12,CashCollateral6_to_Grt_12,Investments6_to_Grt_12,On_BSLoanPort6_to_Grt_12,InterestPortfolio6_to_Grt_12,FixedAssets6_to_Grt_12,OtherAssets6_to_Grt_12,TotalAssets6_to_Grt_12,LoanRepay6_to_Grt_12,InterestPay6_to_Grt_12,OpExpensesPay6_to_Grt_12,O_Liabilities6_to_Grt_12,T_Liabilities6_to_Grt_12,T_Equity6_to_Grt_12,T_Liabilities_Equity6_to_Grt_12,Asset_minus_Total_L_E_Gap6_to_Grt_12,LoanDisburs6_to_Grt_12,Cash_Bank_Grt_12,CashCollateral_Grt_12,Investments_Grt_12,On_BSLoanPort_Grt_12,InterestPortfolio_Grt_12,FixedAssets_Grt_12,OtherAssets_Grt_12,TotalAssets_Grt_12,LoanRepay_Grt_12,InterestPay_Grt_12,OpExpensesPay_Grt_12,O_Liabilities_Grt_12,T_Liabilities_Grt_12,T_Equity_Grt_12,T_Liabilities_Equity_Grt_12,Asset_minus_Total_L_E_Gap_Grt_12,LoanDisburs_Grt_12,GLP
Adi Chitragupta,Medium,Q1 FY 22-23,25951068,2500000,0,171339471,0,0,0,199790539,60039343,14631225,9365727,0,84036295,,84036295,115754244,0,0,0,0,343849996,0,0,0,343849996,111103338,29262449,18731455,0,159097242,,159097242,184752754,0,0,0,0,456704823,0,0,0,456704823,164072555,43893674,28097182,0,236063411,,236063411,220641412,0,0,0,0,565525493,0,0,0,565525493,303258279,87787348,56194364,0,447239991,,447239991,118285502,0,0,61560000,0,440707209,0,0,0,502267209,475253059,0,0,0,475253059,,475253059,27014150,0,1977626992
