Status,FY,PeriodOrder,Period,MFI,Size,Total_OS_Borrowings,Br_AIFIs,Br_Banks,Br_Non Bank Ent,Br_ECB,Br_Others,Br_SpecifyOthers,Br_Top5Banks,Br_SIDBI,Br_NABARD,Br_MUDRA,Br_NHB,Br_Others2,Br_SBI,Br_HDFC,Br_PNB,Br_ICICI,Br_BOB,Br_AXIS,Borrowings_Qur,TB_AIFIs,TB_Banks,TB_NBE,TB_ECB,TB_Others,TB_Top5Banks,TB_SIDBI,TB_NABARD,TB_MUDRA,TB_NHB,TB_Others3,TB_SBI,TB_HDFC,TB_PNB,TB_ICICI,TB_BOB,TB_AXIS
Active,FY 19-20,33,Q4 FY 19-20,Sarala,Small,Term loan,1274050185,625381810,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Sarala,Small,Subordinated Debt,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Adhikar,Small,Term loan,143392800,297951030,574680800,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Adhikar,Small,Subordinated Debt,0,80000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Adhikar,Small,Any other (specify),0,0,25000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Adi Chitragupta,Small,Term loan,,211711510,,,,0,93750000,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Adi Chitragupta,Small,Debentures,,,,,275000000,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Adi Chitragupta,Small,Subordinated Debt,,,,,39500000,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Agora,Small,Term loan,304939837,0,391437500,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Annapurna,Large,Term loan,5246615000,18582816370,1941270864,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Annapurna,Large,Debentures,0,0,6261900000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Annapurna,Large,Subordinated Debt,0,250000000,2326000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Annapurna,Large,Any other (specify),0,0,3609055000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Arohan,Large,Term loan,7723233331,20837691611,9539405408,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Arohan,Large,Debentures,0,0,1350000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Arohan,Large,Subordinated Debt,0,749999999,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Arohan,Large,Any other (specify),0,595393247,1056661319,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Arth,Small,Term loan,345925360,478567254,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,ASA India,Medium,Term loan,240000000,1153072873,1917208393,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,ASA India,Medium,Debentures,0,0,3210000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,ASA India,Medium,Subordinated Debt,0,550000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,ASA India,Medium,Any other (specify),0,0,992500000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Asirvad,Large,Term loan,8208470828,8436475428,2968627121,0,0,0,9051069031,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Asirvad,Large,Debentures,0,0,7883059426,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Asirvad,Large,Subordinated Debt,0,0,1150000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Asirvad,Large,Commercial Papers,0,0,250000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Asirvad,Large,Any other (specify),0,3570954166,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Belstar,Large,Term loan,1156551349,15096826974,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Belstar,Large,Debentures,369904036,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Belstar,Large,Subordinated Debt,0,1044091896,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Belstar,Large,Any other (specify),0,1288295848,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,BWDA,Small,Term loan,0,51565269,139967280,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Chaitanya,Medium,Term loan,0,0,3958901142,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Chaitanya,Medium,Debentures,0,0,1575172383,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Chaitanya,Medium,Subordinated Debt,0,0,197484100,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,CreditAccess,Large,Term loan,16444099994,50908331330,1610593382,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,CreditAccess,Large,Debentures,0,0,6280000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,CreditAccess,Large,Subordinated Debt,0,250000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,CreditAccess,Large,Any other (specify),0,0,2392440000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Growing Opportunity,Small,Term loan,0,0,670575191,1619417760,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Hindusthan,Small,Term loan,0,27553942,2708334,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Hindusthan,Small,Subordinated Debt,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Humana,Small,Term loan,0,61268931,277658911,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Inditrade,Small,Term loan,0,78872089,1136154177,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Inditrade,Small,Debentures,0,0,46666665,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Inditrade,Small,Subordinated Debt,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Janakalyan,Small,Term loan,115000000,416100000,970200000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Janakalyan,Small,Subordinated Debt,0,0,30000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Light,Small,Term loan,0,1522213271,1194900110,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Light,Small,Subordinated Debt,0,125000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Light,Small,Any other (specify),0,0,357200000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Madura,Large,Term loan,3154059796,,1512484196,0,0,0,9508630061,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Madura,Large,Debentures,,,657561644,715430064,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Madura,Large,Subordinated Debt,,,748672606,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Margdarshak,Small,Term loan,413712173,1092595131,1554812836,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Margdarshak,Small,Debentures,0,0,200000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Margdarshak,Small,Subordinated Debt,0,150000000,50000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Midland,Medium,Term loan,556938667,2775429026,3252547782,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Midland,Medium,Debentures,0,0,0,452480000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Midland,Medium,Subordinated Debt,0,0,0,333410000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Mitrata,Small,Term loan,0,0,626716117,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Mitrata,Small,Any other (specify),0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,M Power,Small,Term loan,20000000,198497298,805756049,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,M Power,Small,Debentures,0,0,46666665,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,M Power,Small,Subordinated Debt,0,50000000,50000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,MSM,Small,Term loan,0,0,246798812,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,MSM,Small,Debentures,0,0,0,51400000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,MSM,Small,Subordinated Debt,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Muthoot Microfin,Large,Term loan,6954250877,19410136331,451525751,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Muthoot Microfin,Large,Debentures,0,0,2144905697,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Muthoot Microfin,Large,Subordinated Debt,0,0,249276797,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Namra,Medium,Term loan,442500000,2016708022,2371488673,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Namra,Medium,Subordinated Debt,0,101191781,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Namra,Medium,Any other (specify),0,464782340,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Need,Small,Term loan,188591758,22727264,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Nightingale,Small,Term loan,353049547,469870697,107058669,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Saija,Small,Term loan,0,285952439,1388493047,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Saija,Small,Debentures,0,0,501666667,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Saija,Small,Subordinated Debt,0,300000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,IIFL Samasta,Large,Term loan,1850000000,10505995656,1366472129,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,IIFL Samasta,Large,Debentures,0,0,4583333330,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,IIFL Samasta,Large,Subordinated Debt,0,0,1050000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,IIFL Samasta,Large,Any other (specify),0,100496116,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Sambandh,Small,Term loan,802538696,1231324383,1913301604,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Inactive,FY 19-20,33,Q4 FY 19-20,Sambandh,Small,Subordinated Debt,0,80000000,50000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Satya,Medium,Term loan,0,2129462322,2307021833,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Satya,Medium,Debentures,0,0,1900771111,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Satya,Medium,Subordinated Debt,0,95000000,480000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Satya,Medium,Commercial Papers,0,0,60000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Satya,Medium,Any other (specify),0,499994178,106000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Save,Small,Term loan,0,0,694809927,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Sonata,Medium,Term loan,1175000000,3421179379,1923575723,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Sonata,Medium,Debentures,0,0,2719000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Sonata,Medium,Subordinated Debt,240000000,0,400000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Sonata,Medium,Any other (specify),0,0,2245643373,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Svamaan,Small,Term loan,0,43750000,359166666,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Svasti,Small,Term loan,1333809943,484026120,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Svasti,Small,Debentures,685000000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Svasti,Small,Any other (specify),100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Svatantra,Large,Term loan,0,15977417862,3470355538,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Svatantra,Large,Subordinated Debt,0,0,900000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Svatantra,Large,Any other (Specify),0,0,354650000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Unacco,Small,Term loan,630031408,348356561,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Unnati,Small,Term loan,15416662,102448052,282982073,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Unnati,Small,Subordinated Debt,0,0,30000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Vaya,Medium,Term loan,0,1471621734,1075011254,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Vaya,Medium,Debentures,0,0,1940000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Vector,Small,Term loan,0,0,19984153,173873821,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,VFS,Medium,Term loan,1210135500,3517399905,2316488320,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,VFS,Medium,Subordinated Debt,0,600000000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,SVCL,Medium,Term loan,0,3355762615,2521154268,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,SVCL,Medium,Debentures,0,646500000,230000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,SVCL,Medium,Subordinated Debt,0,550000000,550000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Centrum,Small,Debentures,0,700700000,1308300000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Centrum,Small,Term loan,0,1181176321,2176005078,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Centrum,Small,Subordinated Debt,0,0,100000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Aviral,Small,Term loan,0,0,118222359,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Sindhuja,Small,Term loan,0,8928574,1264546761,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Sindhuja,Small,Debentures,0,0,50000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Fusion,Large,Term loan,4523000000,15786701372,1650175817,22583817666,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Active,FY 19-20,33,Q4 FY 19-20,Fusion,Large,Debentures,5007000000,0,4009333334,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
